cliente_id,razao_social,cnpj,porte,gestor_id,data_cadastro,ativo
790,Industria Oeste ME,10000790000130,MEDIA,10,2025-01-06,1
791,Distribuidora Silva Ltda,10000791000137,ME,5,2025-07-21,1
792,Confeccoes Souza ME,10000792000144,MEI,3,2026-04-09,1
793,Industria Souza EIRELI,10000793000151,ME,5,2025-05-10,1
794,Distribuidora Souza e Cia,10000794000158,EPP,7,2026-03-12,1
795,Transportes Silva ME,10000795000165,ME,15,2025-05-09,1
796,Servicos Litoral e Cia,10000796000172,ME,4,2025-06-19,1
797,Industria Litoral EIRELI,10000797000179,MEI,12,2025-11-14,1
798,Servicos Oeste S.A.,10000798000186,ME,3,2025-11-12,1
799,Papelaria Souza e Cia,10000799000193,ME,10,2026-02-18,1
800,Tecnologia Souza Ltda,10000800000100,MEI,11,2026-02-07,1
801,Tecnologia Oeste ME,10000801000107,MEI,8,2026-01-11,1
802,Construtora Central S.A.,10000802000114,MEI,11,2025-06-06,1
803,Transportes Silva EIRELI,10000803000121,ME,16,2025-02-11,1
804,Industria Norte EIRELI,10000804000128,MEI,9,2026-03-30,1
805,Distribuidora Silva e Cia,10000805000135,ME,3,2026-02-21,1
806,Papelaria Souza Ltda,10000806000142,ME,13,2025-10-06,1
807,Industria Oeste S.A.,10000807000149,MEI,16,2026-01-31,1
808,Industria Central e Cia,10000808000156,ME,10,2025-07-23,1
809,Transportes Silva EIRELI,10000809000163,EPP,12,2026-02-17,1
810,Transportes Souza S.A.,10000810000170,MEI,6,2025-10-17,1
811,Construtora Oeste Ltda,10000811000177,MEI,5,2025-09-07,1
812,Distribuidora Oeste ME,10000812000184,MEI,8,2025-12-09,1
813,Transportes Oeste S.A.,10000813000191,ME,7,2025-08-21,1
814,Comercial Litoral ME,10000814000198,MEI,2,2026-05-11,1
815,Confeccoes Norte e Cia,10000815000105,ME,9,2025-07-12,1
816,Alimentos Norte Ltda,10000816000112,ME,13,2025-07-12,1
817,Transportes Central ME,10000817000119,EPP,8,2025-06-26,1
818,Construtora Norte Ltda,10000818000126,ME,16,2025-03-13,1
819,Industria Souza Ltda,10000819000133,ME,15,2025-05-24,1
820,Industria Souza EIRELI,10000820000140,MEI,7,2026-01-03,1
821,Servicos Central ME,10000821000147,ME,4,2025-09-04,1
822,Construtora Souza e Cia,10000822000154,MEI,16,2026-03-03,1
823,Comercial Souza Ltda,10000823000161,MEI,14,2025-10-31,1
824,Industria Litoral e Cia,10000824000168,MEI,6,2025-10-21,1
825,Comercial Souza ME,10000825000175,EPP,5,2025-09-22,1
826,Papelaria Norte Ltda,10000826000182,EPP,13,2026-01-08,1
827,Distribuidora Souza S.A.,10000827000189,ME,10,2025-08-30,1
828,Industria Souza S.A.,10000828000196,ME,16,2026-02-11,1
829,Papelaria Litoral e Cia,10000829000103,MEI,6,2026-01-06,1
830,Construtora Norte e Cia,10000830000110,MEI,11,2025-07-13,1
831,Industria Silva Ltda,10000831000117,MEI,13,2026-03-17,1
832,Industria Norte Ltda,10000832000124,MEI,14,2026-04-07,1
833,Transportes Norte Ltda,10000833000131,MEI,2,2025-12-04,1
834,Papelaria Norte Ltda,10000834000138,EPP,5,2026-02-01,1
835,Transportes Central ME,10000835000145,EPP,14,2025-12-24,1
836,Servicos Central S.A.,10000836000152,MEI,14,2026-02-16,1
837,Tecnologia Souza ME,10000837000159,ME,4,2025-04-30,1
838,Confeccoes Norte e Cia,10000838000166,MEI,3,2025-04-07,1
839,Comercial Norte e Cia,10000839000173,MEI,1,2025-01-04,1
840,Servicos Litoral ME,10000840000180,MEI,13,2025-02-24,1
841,Tecnologia Litoral e Cia,10000841000187,MEI,5,2026-03-14,1
842,Papelaria Oeste e Cia,10000842000194,MEI,14,2025-12-15,1
843,Servicos Central e Cia,10000843000101,ME,13,2025-09-05,1
844,Alimentos Norte e Cia,10000844000108,ME,6,2025-06-07,1
845,Tecnologia Litoral EIRELI,10000845000115,EPP,12,2025-12-04,1
846,Servicos Central EIRELI,10000846000122,MEI,4,2025-09-18,1
847,Alimentos Norte e Cia,10000847000129,ME,13,2025-12-28,1
848,Industria Central Ltda,10000848000136,EPP,2,2026-02-26,1
849,Construtora Norte S.A.,10000849000143,MEI,5,2025-05-15,1
850,Alimentos Silva e Cia,10000850000150,MEI,8,2025-07-16,1
851,Papelaria Litoral e Cia,10000851000157,MEI,13,2026-05-09,1
852,Industria Litoral S.A.,10000852000164,MEI,2,2025-04-14,1
853,Servicos Silva e Cia,10000853000171,ME,10,2025-12-24,1
854,Papelaria Souza Ltda,10000854000178,MEI,8,2025-12-02,1
855,Industria Silva ME,10000855000185,ME,1,2025-06-30,1
856,Tecnologia Norte EIRELI,10000856000192,ME,13,2026-01-13,1
857,Distribuidora Norte ME,10000857000199,ME,3,2025-10-14,1
858,Alimentos Oeste EIRELI,10000858000106,ME,12,2025-04-10,1
859,Tecnologia Norte Ltda,10000859000113,MEI,15,2025-07-28,1
860,Transportes Silva e Cia,10000860000120,MEI,4,2026-04-30,1
861,Transportes Oeste e Cia,10000861000127,EPP,4,2025-10-22,1
862,Construtora Central e Cia,10000862000134,ME,9,2025-05-05,1
863,Construtora Litoral S.A.,10000863000141,EPP,11,2026-03-18,1
864,Construtora Silva ME,10000864000148,MEI,1,2025-11-21,1
865,Servicos Oeste S.A.,10000865000155,MEDIA,8,2025-09-22,1
866,Confeccoes Souza ME,10000866000162,MEI,1,2025-12-11,1
867,Distribuidora Norte EIRELI,10000867000169,ME,11,2025-07-01,1
868,Papelaria Oeste EIRELI,10000868000176,EPP,7,2025-12-16,1
869,Construtora Litoral EIRELI,10000869000183,MEI,7,2025-05-04,1
870,Servicos Souza EIRELI,10000870000190,EPP,9,2026-03-05,1
871,Industria Silva Ltda,10000871000197,EPP,12,2025-12-13,1
872,Papelaria Silva e Cia,10000872000104,MEDIA,16,2026-03-11,1
873,Alimentos Norte ME,10000873000111,ME,16,2026-03-28,1
874,Construtora Souza e Cia,10000874000118,MEI,9,2025-04-24,1
875,Comercial Norte S.A.,10000875000125,ME,5,2025-10-04,1
876,Transportes Oeste S.A.,10000876000132,EPP,2,2026-02-02,1
877,Construtora Silva e Cia,10000877000139,ME,6,2025-12-19,1
878,Comercial Litoral EIRELI,10000878000146,MEI,1,2025-02-21,1
879,Alimentos Norte ME,10000879000153,MEI,11,2025-05-15,1
880,Confeccoes Central e Cia,10000880000160,MEI,8,2025-04-05,1
881,Tecnologia Souza S.A.,10000881000167,ME,16,2025-07-10,1
882,Tecnologia Oeste S.A.,10000882000174,MEI,12,2025-03-09,1
883,Distribuidora Litoral ME,10000883000181,EPP,8,2025-10-12,1
884,Tecnologia Souza EIRELI,10000884000188,EPP,14,2026-01-14,1
885,Construtora Silva EIRELI,10000885000195,MEI,5,2025-03-10,1
886,Construtora Oeste ME,10000886000102,ME,11,2025-10-18,1
887,Tecnologia Silva EIRELI,10000887000109,MEI,2,2026-02-21,1
888,Construtora Litoral Ltda,10000888000116,MEI,9,2025-06-21,1
889,Alimentos Oeste e Cia,10000889000123,ME,9,2026-02-19,1
890,Alimentos Silva S.A.,10000890000130,MEI,9,2026-03-21,1
891,Papelaria Norte e Cia,10000891000137,MEI,7,2026-02-04,1
892,Alimentos Oeste e Cia,10000892000144,ME,10,2026-01-13,1
893,Distribuidora Central e Cia,10000893000151,MEI,15,2025-11-20,1
894,Industria Litoral ME,10000894000158,MEI,5,2025-11-10,1
895,Distribuidora Silva EIRELI,10000895000165,MEI,13,2025-06-10,1
896,Confeccoes Litoral ME,10000896000172,ME,11,2025-07-22,1
897,Construtora Oeste e Cia,10000897000179,ME,9,2025-08-19,1
898,Industria Souza Ltda,10000898000186,MEI,14,2025-05-01,1
899,Distribuidora Souza EIRELI,10000899000193,MEI,9,2025-02-18,1
900,Construtora Norte Ltda,10000900000100,MEI,3,2025-07-23,1
901,Distribuidora Oeste e Cia,10000901000107,MEI,3,2025-12-02,1
902,Confeccoes Souza EIRELI,10000902000114,ME,13,2025-08-15,1
903,Industria Norte EIRELI,10000903000121,MEI,5,2025-12-06,1
904,Alimentos Central S.A.,10000904000128,MEDIA,12,2025-10-04,1
905,Transportes Central EIRELI,10000905000135,MEDIA,9,2025-12-24,1
906,Papelaria Norte S.A.,10000906000142,ME,6,2025-11-22,1
907,Transportes Litoral e Cia,10000907000149,MEI,14,2025-06-27,1
908,Transportes Souza Ltda,10000908000156,MEI,16,2025-07-07,1
909,Confeccoes Souza ME,10000909000163,MEI,14,2025-09-25,1
910,Alimentos Oeste S.A.,10000910000170,ME,5,2025-12-19,1
911,Construtora Oeste Ltda,10000911000177,ME,16,2026-02-13,1
912,Papelaria Souza Ltda,10000912000184,ME,10,2025-04-07,1
913,Transportes Central S.A.,10000913000191,MEI,14,2026-01-02,1
914,Tecnologia Souza ME,10000914000198,MEI,13,2025-11-17,1
915,Transportes Norte ME,10000915000105,MEI,8,2026-01-16,1
916,Tecnologia Souza Ltda,10000916000112,MEI,9,2025-05-29,1
917,Construtora Norte S.A.,10000917000119,MEI,4,2025-11-15,1
918,Servicos Oeste Ltda,10000918000126,MEI,16,2026-05-12,1
919,Industria Silva ME,10000919000133,MEI,1,2026-01-02,1
920,Comercial Souza Ltda,10000920000140,MEI,15,2025-09-10,1
921,Alimentos Central ME,10000921000147,ME,7,2025-09-13,1
922,Construtora Litoral Ltda,10000922000154,MEI,12,2026-03-08,1
923,Comercial Oeste S.A.,10000923000161,MEI,5,2025-08-29,1
924,Servicos Oeste S.A.,10000924000168,EPP,6,2025-03-04,1
925,Tecnologia Central EIRELI,10000925000175,ME,8,2025-01-18,1
926,Construtora Litoral Ltda,10000926000182,ME,7,2025-04-17,1
927,Tecnologia Litoral ME,10000927000189,EPP,16,2025-03-23,1
928,Transportes Norte Ltda,10000928000196,MEI,2,2025-11-23,1
929,Servicos Oeste Ltda,10000929000103,EPP,10,2025-04-22,1
930,Servicos Litoral S.A.,10000930000110,MEI,4,2025-03-27,1
931,Papelaria Silva S.A.,10000931000117,ME,9,2025-01-05,1
932,Papelaria Litoral S.A.,10000932000124,ME,2,2025-03-21,1
933,Distribuidora Souza EIRELI,10000933000131,ME,12,2025-12-18,1
934,Comercial Silva ME,10000934000138,ME,11,2025-12-26,1
935,Industria Central EIRELI,10000935000145,MEI,4,2025-10-13,1
936,Construtora Litoral EIRELI,10000936000152,MEI,12,2025-07-13,1
937,Industria Oeste Ltda,10000937000159,ME,12,2025-08-13,1
938,Transportes Litoral S.A.,10000938000166,MEI,10,2025-04-06,1
939,Alimentos Litoral S.A.,10000939000173,MEI,12,2026-03-02,1
940,Distribuidora Norte EIRELI,10000940000180,MEI,6,2026-02-24,1
941,Transportes Oeste S.A.,10000941000187,MEI,9,2025-11-23,1
942,Industria Silva e Cia,10000942000194,EPP,13,2026-02-02,1
943,Alimentos Litoral Ltda,10000943000101,ME,8,2025-10-03,1
944,Servicos Norte S.A.,10000944000108,ME,13,2025-03-20,1
945,Alimentos Central ME,10000945000115,MEI,10,2025-09-25,1
946,Comercial Souza EIRELI,10000946000122,EPP,3,2025-04-14,1
947,Construtora Souza Ltda,10000947000129,MEI,4,2025-11-25,1
948,Construtora Norte e Cia,10000948000136,ME,13,2025-05-12,1
949,Alimentos Souza e Cia,10000949000143,ME,2,2025-01-07,1
950,Construtora Silva S.A.,10000950000150,EPP,7,2025-02-01,1
951,Transportes Litoral S.A.,10000951000157,EPP,12,2026-02-11,1
952,Papelaria Oeste e Cia,10000952000164,MEI,2,2025-02-06,1
953,Distribuidora Souza e Cia,10000953000171,MEI,10,2026-01-07,1
954,Transportes Central EIRELI,10000954000178,MEI,8,2025-12-03,1
955,Papelaria Litoral EIRELI,10000955000185,ME,8,2025-10-13,1
956,Distribuidora Litoral e Cia,10000956000192,MEI,14,2025-08-23,1
957,Distribuidora Souza EIRELI,10000957000199,ME,14,2025-09-16,1
958,Industria Norte e Cia,10000958000106,MEI,11,2025-06-30,1
959,Transportes Oeste ME,10000959000113,MEI,11,2025-11-21,1
960,Alimentos Norte EIRELI,10000960000120,ME,14,2025-04-20,1
961,Transportes Litoral ME,10000961000127,MEI,13,2025-08-20,1
962,Tecnologia Silva Ltda,10000962000134,MEDIA,15,2025-11-02,1
963,Transportes Souza ME,10000963000141,MEI,1,2025-04-24,1
964,Alimentos Silva ME,10000964000148,EPP,7,2025-09-19,1
965,Distribuidora Silva S.A.,10000965000155,MEI,5,2025-03-12,1
966,Alimentos Norte EIRELI,10000966000162,MEI,9,2026-02-20,1
967,Distribuidora Norte S.A.,10000967000169,ME,10,2025-04-22,1
968,Alimentos Central EIRELI,10000968000176,ME,3,2026-04-06,1
969,Papelaria Litoral ME,10000969000183,MEI,4,2026-02-18,1
970,Distribuidora Silva ME,10000970000190,MEI,13,2026-02-23,1
971,Tecnologia Silva EIRELI,10000971000197,ME,14,2026-03-11,1
972,Tecnologia Silva ME,10000972000104,ME,1,2025-06-13,1
973,Alimentos Norte EIRELI,10000973000111,MEI,5,2025-12-11,1
974,Construtora Norte e Cia,10000974000118,ME,13,2025-04-24,1
975,Confeccoes Central EIRELI,10000975000125,MEI,14,2025-02-12,1
976,Papelaria Litoral Ltda,10000976000132,ME,16,2025-05-15,1
977,Tecnologia Norte S.A.,10000977000139,ME,3,2025-03-08,1
978,Construtora Norte EIRELI,10000978000146,ME,5,2025-11-30,1
979,Transportes Norte e Cia,10000979000153,MEI,7,2025-02-06,1
980,Tecnologia Oeste e Cia,10000980000160,MEI,9,2025-12-10,1
981,Tecnologia Oeste ME,10000981000167,MEI,14,2025-06-26,1
982,Confeccoes Souza ME,10000982000174,ME,1,2026-02-16,1
983,Papelaria Souza S.A.,10000983000181,MEI,15,2026-02-23,1
984,Servicos Litoral ME,10000984000188,MEI,8,2026-01-08,1
985,Distribuidora Litoral Ltda,10000985000195,MEI,3,2025-11-14,1
986,Confeccoes Silva ME,10000986000102,ME,5,2025-02-26,1
987,Construtora Central Ltda,10000987000109,MEI,10,2026-01-14,1
988,Servicos Norte e Cia,10000988000116,ME,7,2025-10-08,1
989,Papelaria Litoral EIRELI,10000989000123,ME,16,2025-12-09,1
990,Tecnologia Norte e Cia,10000990000130,MEI,1,2025-03-29,1
991,Confeccoes Souza e Cia,10000991000137,MEI,2,2025-08-27,1
992,Distribuidora Central ME,10000992000144,ME,1,2026-04-13,1
993,Distribuidora Silva ME,10000993000151,EPP,12,2025-11-29,1
994,Servicos Central e Cia,10000994000158,MEDIA,13,2025-02-20,1
995,Construtora Norte e Cia,10000995000165,MEI,11,2025-04-12,1
996,Transportes Litoral Ltda,10000996000172,MEI,15,2026-04-18,1
997,Alimentos Central S.A.,10000997000179,ME,10,2025-01-10,1
998,Alimentos Oeste ME,10000998000186,MEI,12,2026-05-16,1
999,Comercial Litoral ME,10000999000193,EPP,9,2026-04-01,1
1000,Transportes Oeste EIRELI,10001000000100,MEI,1,2026-04-05,1
1001,Industria Silva S.A.,10001001000107,ME,13,2025-12-14,1
1002,Tecnologia Souza e Cia,10001002000114,MEI,8,2026-05-12,1
1003,Papelaria Oeste S.A.,10001003000121,ME,10,2025-04-16,1
1004,Papelaria Norte EIRELI,10001004000128,EPP,5,2025-06-08,1
1005,Tecnologia Souza e Cia,10001005000135,EPP,5,2025-06-12,1
1006,Transportes Norte Ltda,10001006000142,MEI,3,2026-03-06,1
1007,Comercial Oeste S.A.,10001007000149,MEDIA,5,2025-06-05,1
1008,Confeccoes Souza EIRELI,10001008000156,MEI,15,2025-04-05,1
1009,Papelaria Norte ME,10001009000163,ME,1,2025-11-10,1
1010,Papelaria Souza EIRELI,10001010000170,ME,8,2025-07-03,1
1011,Construtora Souza e Cia,10001011000177,EPP,3,2025-08-29,1
1012,Industria Central S.A.,10001012000184,ME,12,2025-03-25,1
1013,Servicos Silva S.A.,10001013000191,ME,7,2025-01-08,1
1014,Tecnologia Souza EIRELI,10001014000198,ME,9,2025-02-03,1
1015,Construtora Norte S.A.,10001015000105,ME,6,2026-03-20,1
1016,Servicos Central S.A.,10001016000112,ME,15,2025-11-08,1
1017,Alimentos Central e Cia,10001017000119,EPP,13,2025-10-20,1
1018,Transportes Silva S.A.,10001018000126,ME,2,2026-03-26,1
1019,Servicos Norte e Cia,10001019000133,MEI,2,2026-01-12,1
1020,Transportes Central e Cia,10001020000140,ME,2,2026-05-08,1
1021,Servicos Oeste S.A.,10001021000147,MEI,2,2025-06-05,1
1022,Construtora Souza S.A.,10001022000154,MEI,10,2026-04-16,1
1023,Transportes Souza S.A.,10001023000161,EPP,2,2025-08-20,1
1024,Transportes Silva EIRELI,10001024000168,ME,3,2026-04-26,1
1025,Tecnologia Central ME,10001025000175,ME,5,2025-04-02,1
1026,Papelaria Litoral EIRELI,10001026000182,EPP,15,2025-02-16,1
1027,Alimentos Litoral EIRELI,10001027000189,ME,9,2025-03-05,1
1028,Distribuidora Litoral S.A.,10001028000196,ME,3,2025-02-13,1
1029,Transportes Norte EIRELI,10001029000103,MEI,13,2025-07-14,1
1030,Industria Oeste e Cia,10001030000110,EPP,2,2026-03-18,1
1031,Industria Souza EIRELI,10001031000117,ME,5,2025-01-27,1
1032,Confeccoes Oeste S.A.,10001032000124,MEI,14,2025-04-03,1
1033,Industria Souza Ltda,10001033000131,ME,4,2025-05-10,1
1034,Construtora Central S.A.,10001034000138,ME,1,2025-01-03,1
1035,Servicos Souza e Cia,10001035000145,ME,16,2025-08-21,1
1036,Construtora Silva e Cia,10001036000152,ME,14,2025-05-06,1
1037,Papelaria Litoral e Cia,10001037000159,EPP,9,2025-04-17,1
1038,Industria Souza Ltda,10001038000166,ME,2,2025-01-19,1
1039,Comercial Litoral e Cia,10001039000173,EPP,5,2025-06-02,1
1040,Distribuidora Silva Ltda,10001040000180,MEI,11,2025-04-02,1
1041,Confeccoes Norte e Cia,10001041000187,ME,6,2025-10-15,1
1042,Construtora Litoral e Cia,10001042000194,MEI,6,2025-01-19,1
1043,Confeccoes Oeste ME,10001043000101,EPP,3,2026-02-24,1
1044,Tecnologia Norte Ltda,10001044000108,MEI,3,2025-03-10,1
1045,Confeccoes Oeste e Cia,10001045000115,MEI,4,2025-04-18,1
1046,Papelaria Silva Ltda,10001046000122,ME,7,2025-11-19,1
1047,Construtora Litoral e Cia,10001047000129,EPP,3,2025-12-28,1
1048,Tecnologia Norte ME,10001048000136,MEI,10,2025-10-22,1
1049,Industria Norte e Cia,10001049000143,ME,12,2026-01-09,1
1050,Construtora Souza e Cia,10001050000150,MEI,16,2025-05-29,1
1051,Comercial Silva Ltda,10001051000157,ME,7,2026-02-12,1
1052,Servicos Norte S.A.,10001052000164,MEI,4,2025-06-20,1
1053,Transportes Litoral EIRELI,10001053000171,MEI,12,2025-04-14,1
1054,Confeccoes Silva ME,10001054000178,MEI,10,2025-10-09,1
1055,Comercial Silva ME,10001055000185,MEI,11,2026-01-06,1
1056,Industria Souza ME,10001056000192,EPP,1,2026-04-18,1
1057,Construtora Silva EIRELI,10001057000199,ME,16,2025-11-18,1
1058,Transportes Oeste S.A.,10001058000106,ME,15,2025-07-31,1
1059,Transportes Oeste e Cia,10001059000113,ME,2,2025-06-11,1
1060,Servicos Norte ME,10001060000120,ME,1,2026-03-31,1
1061,Distribuidora Souza ME,10001061000127,EPP,12,2025-06-23,1
1062,Transportes Souza e Cia,10001062000134,ME,13,2025-04-06,1
1063,Confeccoes Litoral ME,10001063000141,ME,4,2025-05-20,1
1064,Distribuidora Central EIRELI,10001064000148,MEI,14,2026-03-01,1
1065,Servicos Norte ME,10001065000155,MEI,10,2025-07-11,1
1066,Servicos Silva S.A.,10001066000162,ME,2,2026-02-14,1
1067,Transportes Souza EIRELI,10001067000169,MEI,16,2025-09-05,1
1068,Alimentos Souza Ltda,10001068000176,EPP,10,2026-04-26,1
1069,Servicos Litoral Ltda,10001069000183,ME,5,2026-01-01,1
1070,Comercial Oeste Ltda,10001070000190,ME,4,2025-11-01,1
1071,Alimentos Central Ltda,10001071000197,MEI,3,2026-01-28,1
1072,Comercial Norte ME,10001072000104,ME,10,2025-04-18,1
1073,Servicos Souza ME,10001073000111,MEI,11,2025-06-13,1
1074,Distribuidora Oeste EIRELI,10001074000118,MEI,15,2025-02-28,1
1075,Papelaria Norte e Cia,10001075000125,MEI,1,2025-10-05,1
1076,Transportes Oeste ME,10001076000132,MEI,12,2025-12-27,1
1077,Papelaria Souza EIRELI,10001077000139,MEI,10,2025-11-10,1
1078,Transportes Central Ltda,10001078000146,MEI,11,2025-08-30,1
1079,Distribuidora Central Ltda,10001079000153,MEI,2,2025-07-20,1
1080,Papelaria Norte S.A.,10001080000160,ME,6,2025-06-09,1
1081,Servicos Litoral e Cia,10001081000167,MEI,11,2026-04-18,1
1082,Papelaria Souza Ltda,10001082000174,EPP,15,2026-04-16,1
1083,Distribuidora Central ME,10001083000181,ME,15,2025-12-30,1
1084,Construtora Souza EIRELI,10001084000188,MEI,15,2026-04-04,1
1085,Alimentos Central EIRELI,10001085000195,ME,9,2025-12-07,1
1086,Alimentos Central S.A.,10001086000102,MEI,11,2025-09-01,1
1087,Alimentos Central S.A.,10001087000109,EPP,4,2025-05-25,1
1088,Papelaria Norte EIRELI,10001088000116,ME,12,2025-07-27,1
1089,Alimentos Norte Ltda,10001089000123,ME,4,2025-09-30,1
1090,Tecnologia Norte S.A.,10001090000130,MEI,15,2025-05-05,1
1091,Construtora Central Ltda,10001091000137,MEI,6,2026-02-21,1
1092,Tecnologia Norte ME,10001092000144,ME,14,2025-05-01,1
1093,Distribuidora Litoral e Cia,10001093000151,EPP,6,2025-02-28,1
1094,Alimentos Norte Ltda,10001094000158,EPP,15,2025-04-01,1
1095,Tecnologia Silva e Cia,10001095000165,MEI,10,2026-02-21,1
1096,Alimentos Central Ltda,10001096000172,MEI,13,2026-02-23,1
1097,Papelaria Litoral Ltda,10001097000179,ME,5,2025-12-05,1
1098,Construtora Norte ME,10001098000186,MEI,5,2025-10-23,1
1099,Servicos Souza ME,10001099000193,MEI,15,2026-02-11,1
1100,Tecnologia Litoral ME,10001100000100,GRANDE,10,2025-10-26,1
1101,Papelaria Norte S.A.,10001101000107,EPP,1,2026-03-13,1
1102,Comercial Oeste e Cia,10001102000114,MEDIA,10,2025-01-01,1
1103,Distribuidora Oeste Ltda,10001103000121,MEI,12,2025-12-26,1
1104,Alimentos Litoral S.A.,10001104000128,MEI,13,2025-08-11,1
1105,Industria Central EIRELI,10001105000135,MEI,7,2025-07-16,1
1106,Tecnologia Souza ME,10001106000142,GRANDE,12,2025-12-10,1
1107,Industria Silva Ltda,10001107000149,ME,5,2025-03-15,1
1108,Tecnologia Souza Ltda,10001108000156,MEI,16,2026-02-17,1
1109,Construtora Litoral e Cia,10001109000163,EPP,14,2025-11-16,1
1110,Construtora Norte S.A.,10001110000170,ME,6,2025-08-19,1
1111,Alimentos Souza EIRELI,10001111000177,MEI,13,2025-01-04,1
1112,Servicos Litoral e Cia,10001112000184,MEI,16,2026-04-20,1
1113,Comercial Silva e Cia,10001113000191,ME,12,2025-07-08,1
1114,Papelaria Central Ltda,10001114000198,MEI,4,2026-01-10,1
1115,Construtora Norte Ltda,10001115000105,ME,9,2025-11-09,1
1116,Servicos Central Ltda,10001116000112,ME,3,2025-10-04,1
1117,Papelaria Silva ME,10001117000119,ME,10,2025-01-06,1
1118,Construtora Norte S.A.,10001118000126,ME,16,2025-06-19,1
1119,Alimentos Oeste ME,10001119000133,MEI,14,2025-12-22,1
1120,Papelaria Oeste Ltda,10001120000140,ME,10,2025-10-24,1
1121,Papelaria Silva ME,10001121000147,EPP,6,2025-11-16,1
1122,Confeccoes Central Ltda,10001122000154,MEI,1,2025-02-09,1
1123,Confeccoes Souza e Cia,10001123000161,MEI,9,2026-03-16,1
1124,Comercial Litoral Ltda,10001124000168,ME,9,2026-04-11,1
1125,Construtora Oeste EIRELI,10001125000175,MEI,5,2025-12-25,1
1126,Construtora Souza e Cia,10001126000182,EPP,8,2025-06-25,1
1127,Industria Norte EIRELI,10001127000189,EPP,3,2026-01-21,1
1128,Tecnologia Souza S.A.,10001128000196,ME,14,2025-03-27,1
1129,Papelaria Litoral ME,10001129000103,MEI,7,2025-05-16,1
1130,Comercial Souza S.A.,10001130000110,MEI,4,2025-06-04,1
1131,Transportes Souza S.A.,10001131000117,ME,16,2025-07-19,1
1132,Confeccoes Souza e Cia,10001132000124,EPP,16,2025-01-07,1
1133,Construtora Central ME,10001133000131,MEDIA,10,2025-12-16,1
1134,Distribuidora Norte ME,10001134000138,MEDIA,2,2025-08-10,1
1135,Alimentos Oeste ME,10001135000145,EPP,9,2025-05-11,1
1136,Construtora Litoral EIRELI,10001136000152,ME,13,2025-10-29,1
1137,Transportes Oeste EIRELI,10001137000159,MEI,7,2025-01-06,1
1138,Distribuidora Silva S.A.,10001138000166,MEI,1,2025-02-23,1
1139,Alimentos Souza ME,10001139000173,MEI,15,2025-01-18,1
1140,Papelaria Silva Ltda,10001140000180,EPP,1,2025-12-03,1
1141,Papelaria Litoral Ltda,10001141000187,ME,7,2025-03-03,1
1142,Papelaria Souza S.A.,10001142000194,ME,3,2026-04-06,1
1143,Distribuidora Litoral EIRELI,10001143000101,MEI,6,2025-08-28,1
1144,Construtora Oeste S.A.,10001144000108,ME,3,2025-12-08,1
1145,Confeccoes Souza Ltda,10001145000115,MEI,11,2025-02-01,1
1146,Tecnologia Oeste Ltda,10001146000122,MEI,13,2026-02-21,1
1147,Industria Central Ltda,10001147000129,ME,9,2026-04-21,1
1148,Papelaria Central EIRELI,10001148000136,ME,7,2025-02-25,1
1149,Transportes Central EIRELI,10001149000143,ME,5,2025-02-24,1
1150,Confeccoes Silva Ltda,10001150000150,MEI,15,2025-10-20,1
1151,Construtora Silva S.A.,10001151000157,MEI,9,2025-11-24,1
1152,Comercial Litoral S.A.,10001152000164,MEI,1,2025-12-25,1
1153,Tecnologia Norte Ltda,10001153000171,ME,11,2026-04-27,1
1154,Construtora Central S.A.,10001154000178,EPP,16,2026-02-04,1
1155,Transportes Souza Ltda,10001155000185,MEI,3,2025-12-19,1
1156,Distribuidora Norte e Cia,10001156000192,EPP,16,2025-07-03,1
1157,Confeccoes Central Ltda,10001157000199,ME,11,2026-05-06,1
1158,Alimentos Norte ME,10001158000106,MEI,3,2025-08-24,1
1159,Servicos Souza e Cia,10001159000113,MEI,10,2025-07-16,1
1160,Confeccoes Litoral S.A.,10001160000120,EPP,7,2025-11-19,1
1161,Construtora Silva S.A.,10001161000127,ME,12,2025-03-13,1
1162,Servicos Silva e Cia,10001162000134,MEI,2,2025-07-19,1
1163,Transportes Litoral ME,10001163000141,ME,3,2026-05-10,1
1164,Comercial Silva ME,10001164000148,MEI,15,2026-02-08,1
1165,Tecnologia Silva EIRELI,10001165000155,EPP,2,2025-12-08,1
1166,Transportes Souza e Cia,10001166000162,MEI,15,2025-02-06,1
1167,Industria Central Ltda,10001167000169,ME,2,2026-04-16,1
1168,Servicos Litoral EIRELI,10001168000176,MEI,2,2025-11-20,1
1169,Confeccoes Silva S.A.,10001169000183,ME,2,2026-03-04,1
1170,Distribuidora Silva S.A.,10001170000190,ME,3,2025-11-12,1
1171,Distribuidora Souza S.A.,10001171000197,MEI,8,2026-03-04,1
1172,Alimentos Silva e Cia,10001172000104,ME,13,2025-06-14,1
1173,Comercial Norte EIRELI,10001173000111,MEI,7,2025-03-03,1
1174,Industria Central EIRELI,10001174000118,ME,9,2025-10-11,1
1175,Construtora Souza e Cia,10001175000125,MEI,6,2025-02-21,1
1176,Industria Silva S.A.,10001176000132,MEI,13,2025-01-04,1
1177,Distribuidora Litoral e Cia,10001177000139,EPP,6,2025-08-02,1
1178,Industria Souza EIRELI,10001178000146,ME,16,2025-09-25,1
1179,Tecnologia Souza EIRELI,10001179000153,ME,15,2025-01-20,1
