cliente_id,razao_social,cnpj,porte,municipio,gestor_id,gestor,vertical,status,qtd_planos_concluidos,qtd_planos_inconsistentes,planos_concluidos,planos_inconsistentes,pj_distinto_oficial,elegivel_azul,respondeu,aumento_faturamento_pct
1365,Transportes Central S.A.,10001365000155,EPP,BAURU,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
1366,Servicos Litoral EIRELI,10001366000162,MEI,FRANCA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,26.04
1367,Confeccoes Litoral S.A.,10001367000169,MEI,BAURU,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1368,Papelaria Souza ME,10001368000176,ME,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1369,Industria Central EIRELI,10001369000183,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1370,Servicos Norte S.A.,10001370000190,EPP,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1371,Distribuidora Silva S.A.,10001371000197,MEI,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1372,Servicos Litoral S.A.,10001372000104,ME,SOROCABA,13,Mariana Teles,Consultoria Especializada,Sem atendimento,0,0,,,0,0,0,
1373,Distribuidora Silva e Cia,10001373000111,MEI,SAO JOSE DO RIO PRETO,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1374,Construtora Oeste e Cia,10001374000118,EPP,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1375,Comercial Oeste e Cia,10001375000125,ME,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1376,Alimentos Souza e Cia,10001376000132,MEI,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,-6.38
1377,Industria Norte S.A.,10001377000139,EPP,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,22.92
1378,Industria Silva ME,10001378000146,ME,PRESIDENTE PRUDENTE,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1379,Confeccoes Silva ME,10001379000153,MEI,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,21.14
1380,Confeccoes Litoral ME,10001380000160,EPP,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1381,Papelaria Oeste e Cia,10001381000167,MEI,ARACATUBA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1382,Alimentos Litoral S.A.,10001382000174,ME,MARILIA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,5.65
1383,Comercial Souza EIRELI,10001383000181,MEI,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
1384,Construtora Oeste EIRELI,10001384000188,ME,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-4.68
1385,Construtora Silva S.A.,10001385000195,MEI,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,30.04
1386,Construtora Central Ltda,10001386000102,EPP,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,45.57
1387,Distribuidora Oeste Ltda,10001387000109,MEI,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,28.92
1388,Industria Litoral e Cia,10001388000116,EPP,CAMPINAS,6,Fabio Nunes,Consultoria Especializada,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,35.98
1389,Papelaria Silva e Cia,10001389000123,ME,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1390,Distribuidora Souza S.A.,10001390000130,ME,MARILIA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1391,Comercial Oeste Ltda,10001391000137,MEI,PRESIDENTE PRUDENTE,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1392,Alimentos Souza Ltda,10001392000144,MEI,BAURU,4,Diego Alves,Atendimento ao Cliente,Participante,0,1,,Plano B - Projetos Especiais,0,1,1,33.09
1393,Construtora Litoral ME,10001393000151,ME,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1394,Comercial Litoral e Cia,10001394000158,MEDIA,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
1395,Servicos Silva ME,10001395000165,MEI,SAO JOSE DO RIO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,-7.96
1396,Transportes Norte S.A.,10001396000172,MEI,FRANCA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,8.1
1397,Servicos Central Ltda,10001397000179,MEI,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1398,Tecnologia Central ME,10001398000186,ME,SAO JOSE DO RIO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1399,Distribuidora Oeste S.A.,10001399000193,EPP,BAURU,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,1,39.57
1400,Papelaria Souza ME,10001400000100,ME,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,1,32.31
1401,Transportes Souza S.A.,10001401000107,MEI,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1402,Confeccoes Norte e Cia,10001402000114,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
1403,Alimentos Norte EIRELI,10001403000121,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1404,Comercial Norte ME,10001404000128,MEDIA,MARILIA,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
1405,Industria Central e Cia,10001405000135,ME,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
1406,Confeccoes Central S.A.,10001406000142,MEI,BAURU,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1407,Confeccoes Souza EIRELI,10001407000149,ME,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,-3.43
1408,Transportes Central ME,10001408000156,ME,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,12.07
1409,Comercial Norte Ltda,10001409000163,ME,PRESIDENTE PRUDENTE,3,Carla Dias,Turismo e Agronegocio,Participante,0,1,,Plano C - Parcerias Corporativas,0,1,0,
1410,Construtora Litoral e Cia,10001410000170,EPP,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1411,Papelaria Silva e Cia,10001411000177,MEI,FRANCA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1412,Industria Souza S.A.,10001412000184,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,10.77
1413,Alimentos Norte S.A.,10001413000191,ME,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1414,Alimentos Souza EIRELI,10001414000198,MEI,FRANCA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1415,Distribuidora Central e Cia,10001415000105,MEI,RIBEIRAO PRETO,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,26.2
1416,Comercial Souza S.A.,10001416000112,ME,ARACATUBA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1417,Confeccoes Norte e Cia,10001417000119,MEI,SAO CARLOS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,43.23
1418,Confeccoes Silva EIRELI,10001418000126,MEI,MARILIA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
1419,Comercial Litoral EIRELI,10001419000133,EPP,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
1420,Industria Litoral EIRELI,10001420000140,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
1421,Distribuidora Oeste S.A.,10001421000147,MEI,SAO JOSE DO RIO PRETO,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,12.66
1422,Distribuidora Souza EIRELI,10001422000154,ME,ARACATUBA,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1423,Construtora Silva S.A.,10001423000161,ME,FRANCA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,21.2
1424,Papelaria Central Ltda,10001424000168,MEI,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
1425,Tecnologia Central e Cia,10001425000175,ME,MARILIA,14,Nicolas Vieira,Sustentabilidade,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
1426,Comercial Central S.A.,10001426000182,ME,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,-3.68
1427,Servicos Litoral Ltda,10001427000189,ME,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,33.89
1428,Transportes Silva ME,10001428000196,EPP,MARILIA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1429,Distribuidora Central e Cia,10001429000103,EPP,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1430,Tecnologia Silva EIRELI,10001430000110,MEI,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1431,Alimentos Central EIRELI,10001431000117,ME,SOROCABA,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1432,Papelaria Litoral S.A.,10001432000124,MEI,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,1,46.79
1433,Tecnologia Litoral ME,10001433000131,ME,ARACATUBA,13,Mariana Teles,Consultoria Especializada,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1434,Papelaria Souza ME,10001434000138,ME,MARILIA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1435,Industria Souza EIRELI,10001435000145,MEI,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1436,Tecnologia Central ME,10001436000152,MEI,ARACATUBA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,10.29
1437,Comercial Oeste ME,10001437000159,MEI,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,39.8
1438,Transportes Silva Ltda,10001438000166,MEI,RIBEIRAO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1439,Distribuidora Norte EIRELI,10001439000173,ME,PRESIDENTE PRUDENTE,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,36.71
1440,Comercial Norte ME,10001440000180,EPP,FRANCA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,23.98
1441,Comercial Central S.A.,10001441000187,MEDIA,BAURU,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,1,40.81
1442,Distribuidora Norte e Cia,10001442000194,ME,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1443,Transportes Silva e Cia,10001443000101,MEI,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1444,Servicos Oeste EIRELI,10001444000108,ME,SAO JOSE DO RIO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,29.35
1445,Transportes Central Ltda,10001445000115,MEI,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,12.95
1446,Industria Silva EIRELI,10001446000122,MEI,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1447,Servicos Central ME,10001447000129,MEI,BAURU,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,5.26
1448,Confeccoes Oeste S.A.,10001448000136,MEI,SOROCABA,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,7.74
1449,Industria Norte S.A.,10001449000143,ME,BAURU,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1450,Tecnologia Central S.A.,10001450000150,MEDIA,BAURU,14,Nicolas Vieira,Sustentabilidade,Sem atendimento,0,0,,,0,0,1,34.99
1451,Comercial Central EIRELI,10001451000157,ME,CAMPINAS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1452,Distribuidora Oeste ME,10001452000164,MEI,SAO JOSE DO RIO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1453,Tecnologia Silva S.A.,10001453000171,ME,RIBEIRAO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,54.7
1454,Papelaria Silva e Cia,10001454000178,MEDIA,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
1455,Transportes Oeste ME,10001455000185,EPP,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,30.71
1456,Transportes Norte EIRELI,10001456000192,ME,SAO JOSE DO RIO PRETO,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1457,Transportes Norte e Cia,10001457000199,ME,CAMPINAS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,19.27
1458,Tecnologia Souza ME,10001458000106,MEI,FRANCA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,1,,Plano C - Parcerias Corporativas,0,1,0,
1459,Tecnologia Litoral EIRELI,10001459000113,ME,BAURU,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1460,Servicos Silva e Cia,10001460000120,ME,SAO JOSE DO RIO PRETO,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,19.23
1461,Industria Silva Ltda,10001461000127,EPP,PRESIDENTE PRUDENTE,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1462,Servicos Oeste S.A.,10001462000134,MEDIA,ARACATUBA,9,Iara Costa,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
1463,Alimentos Oeste e Cia,10001463000141,MEI,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,22.97
1464,Construtora Oeste e Cia,10001464000148,ME,BAURU,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
1465,Servicos Litoral e Cia,10001465000155,ME,BAURU,11,Karina Reis,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1466,Alimentos Oeste ME,10001466000162,ME,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
1467,Tecnologia Norte EIRELI,10001467000169,MEI,SAO CARLOS,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
1468,Alimentos Central Ltda,10001468000176,MEI,RIBEIRAO PRETO,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,41.27
1469,Distribuidora Silva Ltda,10001469000183,MEI,ARACATUBA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,15.06
1470,Servicos Central Ltda,10001470000190,MEI,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1471,Papelaria Norte e Cia,10001471000197,ME,PRESIDENTE PRUDENTE,13,Mariana Teles,Consultoria Especializada,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1472,Papelaria Central S.A.,10001472000104,GRANDE,BAURU,9,Iara Costa,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
1473,Tecnologia Souza EIRELI,10001473000111,ME,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,11.73
1474,Industria Litoral e Cia,10001474000118,EPP,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1475,Construtora Central Ltda,10001475000125,ME,SAO JOSE DO RIO PRETO,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1476,Distribuidora Norte S.A.,10001476000132,MEI,RIBEIRAO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,50.27
1477,Comercial Norte EIRELI,10001477000139,MEI,CAMPINAS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,28.95
1478,Confeccoes Oeste S.A.,10001478000146,MEI,PRESIDENTE PRUDENTE,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1479,Papelaria Central Ltda,10001479000153,EPP,SAO JOSE DO RIO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,14.84
1480,Servicos Souza S.A.,10001480000160,MEI,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1481,Distribuidora Silva S.A.,10001481000167,ME,RIBEIRAO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
1482,Alimentos Central S.A.,10001482000174,EPP,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1483,Industria Norte S.A.,10001483000181,ME,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1484,Industria Litoral ME,10001484000188,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1485,Tecnologia Souza S.A.,10001485000195,MEI,SOROCABA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1486,Confeccoes Litoral Ltda,10001486000102,EPP,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1487,Papelaria Litoral ME,10001487000109,ME,SOROCABA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,13.03
1488,Servicos Norte e Cia,10001488000116,ME,MARILIA,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
1489,Construtora Norte Ltda,10001489000123,MEI,FRANCA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,31.35
1490,Comercial Oeste EIRELI,10001490000130,MEI,PRESIDENTE PRUDENTE,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1491,Distribuidora Norte e Cia,10001491000137,MEI,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,60.12
1492,Construtora Silva ME,10001492000144,MEI,FRANCA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1493,Transportes Oeste S.A.,10001493000151,MEI,BAURU,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
1494,Transportes Souza ME,10001494000158,MEI,PRESIDENTE PRUDENTE,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1495,Industria Oeste S.A.,10001495000165,ME,CAMPINAS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1496,Industria Silva Ltda,10001496000172,MEI,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1497,Industria Central ME,10001497000179,MEI,ARACATUBA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1498,Comercial Souza EIRELI,10001498000186,ME,BAURU,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1499,Construtora Norte e Cia,10001499000193,MEI,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,45.51
1500,Comercial Oeste S.A.,10001500000100,ME,MARILIA,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
1501,Comercial Central EIRELI,10001501000107,EPP,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,23.52
1502,Transportes Norte Ltda,10001502000114,MEI,BAURU,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1503,Confeccoes Norte S.A.,10001503000121,MEI,MARILIA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1504,Industria Oeste e Cia,10001504000128,MEDIA,FRANCA,7,Giovana Melo,Sustentabilidade,Sem atendimento,0,0,,,0,0,1,42.08
1505,Transportes Central e Cia,10001505000135,ME,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
1506,Papelaria Oeste EIRELI,10001506000142,MEI,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1507,Confeccoes Norte ME,10001507000149,EPP,SAO CARLOS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1508,Servicos Norte e Cia,10001508000156,MEI,BAURU,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1509,Confeccoes Silva S.A.,10001509000163,ME,PRESIDENTE PRUDENTE,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1510,Transportes Oeste S.A.,10001510000170,MEI,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,-15.0
1511,Alimentos Litoral ME,10001511000177,MEDIA,ARACATUBA,11,Karina Reis,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,1,36.18
1512,Confeccoes Souza ME,10001512000184,MEI,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
1513,Comercial Litoral EIRELI,10001513000191,ME,BAURU,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1514,Comercial Silva EIRELI,10001514000198,MEI,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1515,Tecnologia Norte Ltda,10001515000105,ME,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,4.39
1516,Transportes Silva S.A.,10001516000112,ME,ARACATUBA,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1517,Papelaria Oeste S.A.,10001517000119,MEI,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,37.94
1518,Distribuidora Central ME,10001518000126,EPP,SOROCABA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,14.19
1519,Servicos Litoral Ltda,10001519000133,ME,SAO CARLOS,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,30.43
1520,Servicos Silva e Cia,10001520000140,ME,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,12.56
1521,Servicos Central ME,10001521000147,MEI,SAO JOSE DO RIO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
1522,Comercial Souza S.A.,10001522000154,MEI,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1523,Industria Norte EIRELI,10001523000161,ME,FRANCA,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,43.21
1524,Distribuidora Norte EIRELI,10001524000168,ME,SAO JOSE DO RIO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1525,Papelaria Souza e Cia,10001525000175,ME,RIBEIRAO PRETO,9,Iara Costa,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,1,-1.48
1526,Comercial Litoral e Cia,10001526000182,ME,SOROCABA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1527,Comercial Central Ltda,10001527000189,EPP,BAURU,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
1528,Tecnologia Oeste Ltda,10001528000196,ME,ARACATUBA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1529,Alimentos Norte Ltda,10001529000103,EPP,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1530,Confeccoes Central e Cia,10001530000110,MEI,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-1.89
1531,Servicos Oeste Ltda,10001531000117,EPP,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
1532,Servicos Litoral S.A.,10001532000124,MEDIA,CAMPINAS,1,Ana Souza,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
1533,Servicos Souza ME,10001533000131,MEI,MARILIA,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,13.34
1534,Comercial Central S.A.,10001534000138,EPP,SAO JOSE DO RIO PRETO,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,27.6
1535,Confeccoes Souza Ltda,10001535000145,ME,FRANCA,11,Karina Reis,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1536,Comercial Oeste e Cia,10001536000152,ME,BAURU,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1537,Papelaria Norte S.A.,10001537000159,ME,MARILIA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,51.82
1538,Papelaria Silva Ltda,10001538000166,MEDIA,FRANCA,15,Olivia Prado,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,53.18
1539,Tecnologia Oeste Ltda,10001539000173,ME,SAO JOSE DO RIO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1540,Comercial Oeste e Cia,10001540000180,ME,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1541,Comercial Norte Ltda,10001541000187,MEI,SAO JOSE DO RIO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
